property_id	account_number	full_address	sqft	description	catchment_side	sale_date	sale_price
8871000268	461176500	268 S 46TH ST	3303	S/D CONV APT 3 STY MASON	inside	1995-03-01	18000
7094004065	271147000	4065 SANSOM ST	2499	ROW CONV/APT 3 STY MASON	outside	1999-02-16	110000
7094004400	272027800	4400 SANSOM ST	2499	ROW CONV/APT 3 STY MASON	inside	2011-07-20	292500
7094004401	272023800	4401 SANSOM ST	2748	ROW CONV/APT 3 STY MASON	outside	2002-06-06	44900
7094004402	272027900	4402 SANSOM ST	2499	ROW 3 STY MASONRY	inside	2005-02-07	325000
7094004403	272023900	4403 SANSOM ST	2269	ROW CONV/APT 3 STY MASON	outside	2003-06-25	90400
7094004404	272028000	4404 SANSOM ST	2499	ROW CONV/APT 3 STY MASON	inside	2012-03-02	297000
7094004405	272024000	4405 SANSOM ST	2269	ROW CONV/APT 3 STY MASON	outside	1978-09-11	4500
7094004406	272028100	4406 SANSOM ST	2499	ROW CONV/APT 3 STY MASON	inside	1996-01-19	70000
7094004407	272024100	4407 SANSOM ST	2269	ROW CONV/APT 3 STY MASON	outside	1994-07-01	23000
7094004408	272028200	4408 SANSOM ST	2499	ROW CONV/APT 3 STY MASON	inside	2014-04-30	295000
7094004409	272024200	4409 SANSOM ST	2269	ROW W/GAR 3 STY MASONRY	outside	2005-08-15	185000
7094004410	272028300	4410 SANSOM ST	2499	ROW CONV/APT 3 STY MASON	inside	2014-04-11	330000
7094004411	272024300	4411 SANSOM ST	2269	ROW 3 STY MASONRY	outside	2012-11-19	265001
7094004412	272028400	4412 SANSOM ST	2499	ROW CONV/APT 3 STY MASON	inside	2012-12-19	1
7094004413	272024400	4413 SANSOM ST	2269	ROW CONV/APT 3 STY MASON	outside	2001-05-01	53000
7094004414	272028500	4414 SANSOM ST	2499	ROW CONV/APT 3 STY MASON	inside	2004-08-06	1
7094004415	272024510	4415 SANSOM ST	2269	ROW 3 STY MASONRY	outside	1998-09-15	24000
7094004416	272028600	4416 SANSOM ST	2499	ROW CONV/APT 3 STY MASON	inside	2010-07-27	215000
7094004417	272024610	4417 SANSOM ST	2269	ROW CONV/APT 3 STY MASON	outside	2012-05-18	176000
7094004418	272028700	4418 SANSOM ST	2499	ROW CONV/APT 3 STY MASON	inside	2008-08-20	1
7094004419	272024700	4419 SANSOM ST	2269	ROW 3 STY MASONRY	outside	2006-06-23	350000
7094004420	272028800	4420 SANSOM ST	2499	ROW CONV/APT 3 STY MASON	inside	2011-11-28	253333
7094004421	272024800	4421 SANSOM ST	2269	ROW 3 STY MASONRY	outside	2006-01-25	200000
7094004422	272028900	4422 SANSOM ST	2499	ROW CONV/APT 3 STY MASON	inside	2011-11-28	253333
7094004423	272024900	4423 SANSOM ST	2269	ROW CONV/APT 3 STY MASON	outside	2010-11-29	150200
7094004424	272029000	4424 SANSOM ST	2499	ROW CONV/APT 3 STY MASON	inside	2011-11-28	253333
7094004425	272025010	4425 SANSOM ST	2269	ROW 3 STY MASONRY	outside	2003-12-18	210000
7094004426	272029100	4426 SANSOM ST	2499	ROW CONV/APT 3 STY MASON	inside	2009-07-16	260000
7094004427	272025100	4427 SANSOM ST	2269	ROW 3 STY MASONRY	outside	2006-04-26	189900
7094004428	272029200	4428 SANSOM ST	2499	ROW CONV/APT 3 STY MASON	inside	2012-09-18	1
7094004429	272025200	4429 SANSOM ST	2269	ROW CONV/APT 3 STY MASON	outside	2002-04-26	30100
7094004430	272029300	4430 SANSOM ST	2444	ROW 3 STY MASONRY	inside	2005-02-16	371456
7094004431	272025300	4431 SANSOM ST	2269	ROW 3 STY MASONRY	outside	2014-02-05	352500
7094004432	272029400	4432 SANSOM ST	2499	ROW CONV/APT 3 STY MASON	inside	2014-08-22	295000
7094004433	272025400	4433 SANSOM ST	2269	ROW 3 STY MASONRY	outside	2009-03-09	6400
7094004434	272029500	4434 SANSOM ST	2499	ROW 3 STY MASONRY	inside	2012-12-14	395000
7094004435	272025500	4435 SANSOM ST	2269	ROW CONV/APT 3 STY MASON	outside	2015-05-05	395000
7094004436	272029600	4436 SANSOM ST	2499	ROW 3 STY MASONRY	inside	2006-01-30	389900
7094004437	272025600	4437 SANSOM ST	2122	ROW 3 STY MASONRY	outside	2006-06-09	375000
7094004438	272029700	4438 SANSOM ST	2499	ROW CONV/APT 3 STY MASON	inside	2012-11-20	195000
7094004439	272025700	4439 SANSOM ST	2269	ROW 3 STY MASONRY	outside	2002-03-25	52000
7094004440	272029800	4440 SANSOM ST	2499	ROW W/GAR 3 STY MASONRY	inside	2012-02-16	347500
7094004441	272025800	4441 SANSOM ST	2269	ROW 3 STY MASONRY	outside	2006-08-11	365000
7094004442	272029900	4442 SANSOM ST	2499	ROW W/GAR 3 STY MASONRY	inside	2010-02-04	10
7094004443	272025900	4443 SANSOM ST	2269	ROW 3 STY MASONRY	outside	2006-11-01	410000
7094004444	272030000	4444 SANSOM ST	2499	ROW 3 STY MASONRY	inside	2009-07-27	380000
7094004445	272026000	4445 SANSOM ST	2269	ROW 3 STY MASONRY	outside	2010-12-20	260000
7094004446	272030100	4446 SANSOM ST	2499	ROW CONV/APT 3 STY MASON	inside	2014-06-30	308000
7094004447	272026100	4447 SANSOM ST	2904	APT 2-4 UNITS 3 STY MASON	outside	2010-05-06	62500
7094004430	272029300	4430 SANSOM ST	2444	ROW 3 STY MASONRY	inside	2005-02-16	371456
7094004431	272025300	4431 SANSOM ST	2269	ROW 3 STY MASONRY	outside	2014-02-05	352500
7094004432	272029400	4432 SANSOM ST	2499	ROW CONV/APT 3 STY MASON	inside	2014-08-22	295000
7094004433	272025400	4433 SANSOM ST	2269	ROW 3 STY MASONRY	outside	2009-03-09	6400
7094004434	272029500	4434 SANSOM ST	2499	ROW 3 STY MASONRY	inside	2012-12-14	395000
7094004435	272025500	4435 SANSOM ST	2269	ROW CONV/APT 3 STY MASON	outside	2015-05-05	395000
7094004436	272029600	4436 SANSOM ST	2499	ROW 3 STY MASONRY	inside	2006-01-30	389900
7094004437	272025600	4437 SANSOM ST	2122	ROW 3 STY MASONRY	outside	2006-06-09	375000
7094004438	272029700	4438 SANSOM ST	2499	ROW CONV/APT 3 STY MASON	inside	2012-11-20	195000
7094004439	272025700	4439 SANSOM ST	2269	ROW 3 STY MASONRY	outside	2002-03-25	52000
7094004440	272029800	4440 SANSOM ST	2499	ROW W/GAR 3 STY MASONRY	inside	2012-02-16	347500
7094004441	272025800	4441 SANSOM ST	2269	ROW 3 STY MASONRY	outside	2006-08-11	365000
7094004442	272029900	4442 SANSOM ST	2499	ROW W/GAR 3 STY MASONRY	inside	2010-02-04	10
7094004443	272025900	4443 SANSOM ST	2269	ROW 3 STY MASONRY	outside	2006-11-01	410000
7094004444	272030000	4444 SANSOM ST	2499	ROW 3 STY MASONRY	inside	2009-07-27	380000
7094004445	272026000	4445 SANSOM ST	2269	ROW 3 STY MASONRY	outside	2010-12-20	260000
7094004446	272030100	4446 SANSOM ST	2499	ROW CONV/APT 3 STY MASON	inside	2014-06-30	308000
7094004447	272026100	4447 SANSOM ST	2904	APT 2-4 UNITS 3 STY MASON	outside	2010-05-06	62500
7094004507	601020900	4507 SANSOM ST	2496	ROW 3 STY MASONRY	outside	2012-04-03	327000
7094004508	774701500	4508-24 SANSOM ST	37440	APTS 5-50 UNITS MASONRY	inside	1992-09-29	98000
7094004509	601021000	4509 SANSOM ST	2640	ROW 3 STY MASONRY	outside	2013-07-29	420000
7094004511	601021100	4511 SANSOM ST	2448	ROW 3 STY MASONRY	outside	2013-08-09	362000
7094004513	601021200	4513 SANSOM ST	2448	ROW 3 STY MASONRY	outside	2007-08-13	390000
7094004515	601021300	4515 SANSOM ST	2448	ROW 3 STY MASONRY	outside	2008-04-15	1
7094004517	601021400	4517 SANSOM ST	2304	ROW 3 STY MASONRY	outside	2011-07-18	365000
7094004519	601021500	4519 SANSOM ST	2304	ROW 3 STY MASONRY	outside	2009-06-01	382000
7094004521	601021600	4521 SANSOM ST	2400	ROW 3 STY MASONRY	outside	2010-06-03	393000
7094004523	601021700	4523 SANSOM ST	2478	ROW CONV/APT 3 STY MASON	outside	2006-11-09	1
7094004525	601021800	4525 SANSOM ST	2448	ROW 3 STY MASONRY	outside	1970-07-02	1
7094004526	601030700	4526 SANSOM ST	2256	ROW CONV/APT 3 STY MASON	inside	2014-04-09	180000
7094004527	601021900	4527 SANSOM ST	2496	ROW 3 STY MASONRY	outside	2012-08-15	320000
7094004528	601030800	4528 SANSOM ST	2256	ROW CONV/APT 3 STY MASON	inside	2005-02-11	140000
7094004529	601022000	4529 SANSOM ST	2448	ROW 3 STY MASONRY	outside	2007-06-20	370000
7094004530	601030950	4530 SANSOM ST	2880	APT 2-4 UNITS 3 STY MASON	inside	2013-11-26	499000
7094004531	601022100	4531 SANSOM ST	2304	ROW 3 STY MASONRY	outside	2012-08-30	304000
7094004532	601031000	4532 SANSOM ST	2192	ROW CONV/APT 3 STY MASON	inside	2005-09-09	110000
7094004533	601022200	4533 SANSOM ST	2400	ROW 3 STY MASONRY	outside	1988-11-17	1
7094004534	601031150	4534 SANSOM ST	2880	APT 2-4 UNITS 3 STY MASON	inside	2013-07-09	487500
7094004535	601022300	4535 SANSOM ST	2400	ROW 3 STY MASONRY	outside	2007-09-14	367500
7094004536	601031300	4536 SANSOM ST	1498	ROW 2 STY MASONRY	inside	2006-03-16	129100
7094004537	601022400	4537 SANSOM ST	2304	ROW CONV/APT 3 STY MASON	outside	2000-08-10	46500
7094004538	601031400	4538 SANSOM ST	1498	ROW 2 STY MASONRY	inside	1975-08-21	1
7094004539	601022500	4539 SANSOM ST	2304	ROW CONV/APT 3 STY MASON	outside	2011-09-24	1
7094004540	601031500	4540 SANSOM ST	1498	ROW 2 STY MASONRY	inside	2006-11-14	295000
7094004541	601022600	4541 SANSOM ST	2304	ROW 3 STY MASONRY	outside	2006-08-11	379900
7094004542	601031600	4542 SANSOM ST	1498	ROW 2 STY MASONRY	inside	2004-04-22	1
7094004543	601022800	4543 SANSOM ST	2470	ROW 2 STY MASONRY	outside	2012-11-19	325000
7094004544	601031700	4544 SANSOM ST	1498	ROW 2 STY MASONRY	inside	2006-08-24	98000
7094004545	601022900	4545 SANSOM ST	2394	ROW 2 STY MASONRY	outside	1998-10-30	1
7094004546	601031800	4546 SANSOM ST	1498	ROW 2 STY MASONRY	inside	2008-04-22	18000
7094004547	601023000	4547 SANSOM ST	2394	ROW 2 STY MASONRY	outside	2007-02-21	401500
7094004545	601022900	4545 SANSOM ST	2394	ROW 2 STY MASONRY	outside	1998-10-30	1
7094004546	601031800	4546 SANSOM ST	1498	ROW 2 STY MASONRY	inside	2008-04-22	18000
7094004547	601023000	4547 SANSOM ST	2394	ROW 2 STY MASONRY	outside	2007-02-21	401500
2202004603	461070300	4603 CEDAR AVE	2980	SEMI/DET 3 STY MASONRY	inside	1983-08-31	73000
2202004605	461070400	4605 CEDAR AVE	3080	SEMI/DET 3 STY MASONRY	inside	2012-08-10	512250
2202004607	881702400	4607 CEDAR AVE	3404	APTS 5-50 UNITS MASONRY	inside	2012-06-19	850000
2202004609	881702500	4609 CEDAR AVE	3404	APTS 5-50 UNITS MASONRY	inside	2012-06-19	850000
2202004611	881702600	4611 CEDAR AVE	3792	APTS 5-50 UNITS MASONRY	inside	2004-05-27	375000
2202004613	461070800	4613 CEDAR AVE	2659	S/D CONV APT 3 STY MASON	inside	1998-12-23	62000
2202004616	461075900	4616 CEDAR AVE	2376	S/D CONV APT 3 STY MASON	inside	1972-01-19	15000
2202004622	461076200	4622 CEDAR AVE	2550	SEMI/DET 3 STY MASONRY	inside	2002-08-01	199500
2202004623	461071300	4623 CEDAR AVE	2565	SEMI/DET 3.5 STY MASONRY	inside	1993-07-30	112500
2202004624	461076300	4624 CEDAR AVE	2550	S/D CONV APT 3 STY MASON	inside	2002-06-20	62570
2202004625	461071400	4625 CEDAR AVE	2565	S/D CONV APT 3 STY MASON	inside	2014-10-22	260000
2202004626	461076400	4626 CEDAR AVE	2370	SEMI/DET 3 STY MASONRY	inside	2008-09-26	500000
2202004631	461071700	4631 CEDAR AVE	2565	SEMI/DET 3 STY MASONRY	inside	2014-07-28	557000
2202004633	774095000	4633 CEDAR AVE	14800	HSE WORSHIP ALL 2 STY MAS	inside	2009-01-07	700000
